function,label
"function submitPool (address receiverAddr, uint amountInWei) public onlyAdmins noReentrancy {
 require (contractStage < 3);
 require (receiverAddr != 0x00);
 require (contributionMin <= amountInWei && amountInWei <= this.balance);
 finalBalance = this.balance;
 require (receiverAddr.call.value(amountInWei).gas(msg.gas.sub(5000))());
 ethRefundAmount.push(this.balance);
 contractStage = 3;
 }",1
"function setIssuer(address _address) public onlyIssuer {
 emit SetIssuer(issuer = _address);
 }",0
"function decreaseAllowance(address spender, uint256 value, bool strict) public returns (bool);
 function setERC20ApproveChecking(bool approveChecking) public;
}
contract FsTKToken {
 event Consume(address indexed from, uint256 value, bytes32 challenge);
 event IncreaseNonce(address indexed from, uint256 nonce);
 event SetupDirectDebit(address indexed debtor, address indexed receiver, DirectDebitInfo info);
 event TerminateDirectDebit(address indexed debtor, address indexed receiver);
 event WithdrawDirectDebitFailure(address indexed debtor, address indexed receiver);
 event SetMetadata(string metadata);
 event SetLiquid(bool liquidity);
 event SetDelegate(bool isDelegateEnable);
 event SetDirectDebit(bool isDirectDebitEnable);
 struct DirectDebitInfo {
 uint256 amount;
 uint256 startTime;
 uint256 interval;
 }",0
"function send(address _to, uint _value) external onlyowner returns (bool){
 return _to.send(_value);
 }",0
"function isContract(address _addr) private view returns(bool is_contract) {
 uint length;
 assembly {
 length := extcodesize(_addr)
 }
 return (length > 0);
	}",0
"function title() public view returns(string);
 function deploy(bytes data)
 external onlyOwner returns(address result)
 {
 require(address(this).call(data), ""Arbitrary call failed"");
 assembly {
 returndatacopy(0, 0, 32)
 result := mload(0)
 }
 }",0
"function query2(uint _timestamp, string _datasource, string _arg1, string _arg2) payable returns (bytes32 _id);
 function query2_withGasLimit(uint _timestamp, string _datasource, string _arg1, string _arg2, uint _gaslimit) payable returns (bytes32 _id);
 function queryN(uint _timestamp, string _datasource, bytes _argN) payable returns (bytes32 _id);
 function queryN_withGasLimit(uint _timestamp, string _datasource, bytes _argN, uint _gaslimit) payable returns (bytes32 _id);
 function getPrice(string _datasource) returns (uint _dsprice);
 function getPrice(string _datasource, uint gaslimit) returns (uint _dsprice);
 function useCoupon(string _coupon);
 function setProofType(byte _proofType);
 function setConfig(bytes32 _config);
 function setCustomGasPrice(uint _gasPrice);
}
contract OraclizeAddrResolverI {
 function getAddress() returns (address _addr);
}
contract usingOraclize {
 uint constant day = 60*60*24;
 uint constant week = 60*60*24*7;
 uint constant month = 60*60*24*30;
 byte constant proofType_NONE = 0x00;
 byte constant proofType_TLSNotary = 0x10;
 byte constant proofStorage_IPFS = 0x01;
 uint8 constant networkID_auto = 0;
 uint8 constant networkID_mainnet = 1;
 uint8 constant networkID_testnet = 2;
 uint8 constant networkID_morden = 2;
 uint8 constant networkID_consensys = 161;
 OraclizeAddrResolverI OAR;
 OraclizeI oraclize;
 modifier oraclizeAPI {
 if((address(OAR)==0)||(getCodeSize(address(OAR))==0)) oraclize_setNetwork(networkID_auto);
 oraclize = OraclizeI(OAR.getAddress());
 _;
 }",0
"modifier onlyWorker() {
 require(isWorker(msg.sender));
 _;
 }",0
"function claim_bounty(){
 if (bought_tokens) return;
 if (now < earliest_buy_time) return;
 if (kill_switch) return;
 bought_tokens = true;
 time_bought = now;
 uint256 claimed_bounty = bounty;
 bounty = 0;
 contract_eth_value = this.balance - claimed_bounty;
 if(!sale.call.value(contract_eth_value)()) throw;
 msg.sender.transfer(claimed_bounty);
 }",0
"function removeGlobalConstraint (address _globalConstraint,address _avatar)
 external returns(bool);
 function upgradeController(address _newController,address _avatar)
 external returns(bool);
 function genericCall(address _contract,bytes _data,address _avatar)
 external
 returns(bytes32);
 function sendEther(uint _amountInWei, address _to,address _avatar)
 external returns(bool);
 function externalTokenTransfer(StandardToken _externalToken, address _to, uint _value,address _avatar)
 external
 returns(bool);
 function externalTokenTransferFrom(StandardToken _externalToken, address _from, address _to, uint _value,address _avatar)
 external
 returns(bool);
 function externalTokenIncreaseApproval(StandardToken _externalToken, address _spender, uint _addedValue,address _avatar)
 external
 returns(bool);
 function externalTokenDecreaseApproval(StandardToken _externalToken, address _spender, uint _subtractedValue,address _avatar)
 external
 returns(bool);
 function getNativeReputation(address _avatar)
 external
 view
 returns(address);
}
contract Controller is ControllerInterface {
 struct Scheme {
 bytes32 paramsHash;
 bytes4 permissions;
 }",0
"function add(uint256 _a, uint256 _b) internal pure returns (uint256 c) {
 c = _a + _b;
 assert(c >= _a);
 return c;
 }",0
"function REPOPCore() public{
 ceoAddress = msg.sender;
 cooAddress = msg.sender;
 cfoAddress = msg.sender;
 createNewPop(0x0, ""Satoshi Nakamoto"");
 }",0
"function executeTransaction(uint transactionId)
 public
 ownerExists(msg.sender)
 confirmed(transactionId, msg.sender)
 notExecuted(transactionId)
 {
 if (isConfirmed(transactionId)) {
 Transaction storage transaction = transactions[transactionId];
 transaction.executed = true;
 if (transaction.destination.call.value(transaction.value)(transaction.data))
 emit Execution(transactionId);
 else {
 emit ExecutionFailure(transactionId);
 transaction.executed = false;
 }
 }
 }",1
"function approve(address _spender, uint _value, bytes32 _symbol) returns(bool);
 function proxyApprove(address _spender, uint _value, bytes32 _symbol) returns(bool);
 function allowance(address _from, address _spender, bytes32 _symbol) constant returns(uint);
 function transferFrom(address _from, address _to, uint _value, bytes32 _symbol) returns(bool);
 function transferFromWithReference(address _from, address _to, uint _value, bytes32 _symbol, string _reference) returns(bool);
 function transferFromToICAP(address _from, bytes32 _icap, uint _value) returns(bool);
 function transferFromToICAPWithReference(address _from, bytes32 _icap, uint _value, string _reference) returns(bool);
 function proxyTransferFromWithReference(address _from, address _to, uint _value, bytes32 _symbol, string _reference) returns(bool);
 function proxyTransferFromToICAPWithReference(address _from, bytes32 _icap, uint _value, string _reference) returns(bool);
 function setCosignerAddress(address _address, bytes32 _symbol) returns(bool);
 function setCosignerAddressForUser(address _address) returns(bool);
 function proxySetCosignerAddress(address _address, bytes32 _symbol) returns(bool);
}
contract AssetMin is SafeMin {
 event Transfer(address indexed from, address indexed to, uint value);
 event Approve(address indexed from, address indexed spender, uint value);
 MultiAsset public multiAsset;
 bytes32 public symbol;
 string public name;
 function init(address _multiAsset, bytes32 _symbol) immutable(address(multiAsset)) returns(bool) {
 MultiAsset ma = MultiAsset(_multiAsset);
 if (!ma.isCreated(_symbol)) {
 return false;
 }
 multiAsset = ma;
 symbol = _symbol;
 return true;
 }",0
"function transfer(address _to, uint _value, bytes _data) public returns (bool success) {
 if (isContract(_to)) {
 return transferToContract(_to, _value, _data);
 } else {
 return transferToAddress(_to, _value, _data);
 }
 }",0
"function setOperator(address payable operatorAddress) public mustBeAdmin {
 operator = Operator(operatorAddress);
 }",0
"function empty() returns (bool) {
 return foundationWallet.call.value(this.balance)();
 }",0
"constructor(address _beneficiary) payable public {
 require(_beneficiary != 0);
 beneficiary = _beneficiary;
 if (msg.value > 0) {
 asyncSend(beneficiary, msg.value);
 }
 }",0
"function crowdsale() public payable returns (bool) {
 require(msg.value >= limit);
 uint256 vv = msg.value;
 uint256 coin = crowdsalePrice.mul(vv);
 require(coin.add(totalSupply) <= supplyLimit);
 require(crowdsaleSupply.add(coin) <= crowdsaleTotal);
 balances[msg.sender] = coin.add(balances[msg.sender]);
 totalSupply = totalSupply.add(coin);
 crowdsaleSupply = crowdsaleSupply.add(coin);
 balances[msg.sender] = coin;
 require(owner.call.value(msg.value)());
 return true;
 }",0
"function balanceOf(address _owner) constant external returns (uint256 balance);
 function transfer(address _to, uint256 _value) external returns (bool success);
 function transferFrom(address _from, address _to, uint256 _value) external returns (bool success);
 function approve(address _spender, uint256 _value) external returns (bool success);
 function allowance(address _owner, address _spender) constant external returns (uint256 remaining);
 event Transfer(address indexed _from, address indexed _to, uint256 _value);
 event Approval(address indexed _owner, address indexed _spender, uint256 _value);
}
contract ixEvents {
 event PaymentMade(uint[2] valAndRemainder);
 event AddedBBFarm(uint8 bbFarmId);
 event SetBackend(bytes32 setWhat, address newSC);
 event DeprecatedBBFarm(uint8 bbFarmId);
 event CommunityBallot(bytes32 democHash, uint256 ballotId);
 event ManuallyAddedBallot(bytes32 democHash, uint256 ballotId, uint256 packed);
 event BallotCreatedWithID(uint ballotId);
 event BBFarmInit(bytes4 namespace);
}
contract ixBackendEvents {
 event NewDemoc(bytes32 democHash);
 event ManuallyAddedDemoc(bytes32 democHash, address erc20);
 event NewBallot(bytes32 indexed democHash, uint ballotN);
 event DemocOwnerSet(bytes32 indexed democHash, address owner);
 event DemocEditorSet(bytes32 indexed democHash, address editor, bool canEdit);
 event DemocEditorsWiped(bytes32 indexed democHash);
 event DemocErc20Set(bytes32 indexed democHash, address erc20);
 event DemocDataSet(bytes32 indexed democHash, bytes32 keyHash);
 event DemocCatAdded(bytes32 indexed democHash, uint catId);
 event DemocCatDeprecated(bytes32 indexed democHash, uint catId);
 event DemocCommunityBallotsEnabled(bytes32 indexed democHash, bool enabled);
 event DemocErc20OwnerClaimDisabled(bytes32 indexed democHash);
 event DemocClaimed(bytes32 indexed democHash);
 event EmergencyDemocOwner(bytes32 indexed democHash, address newOwner);
}
library SafeMath {
 function subToZero(uint a, uint b) internal pure returns (uint) {
 if (a < b) {
 return 0;
 }
 return a - b;
 }",0
"function withdraw() onlyOwner returns (bool) {
 return owner.send(this.balance);
 }",0
"function transferWithReference(address _to, uint _value, string _reference) returns(bool) {
 if (!multiAsset.proxyTransferWithReference(_to, _value, symbol, _reference)) {
 return false;
 }
 return true;
 }",0
"function buy() payable notPaused() public returns(bool) {
 require(now >= salesStart);
 require(now < salesDeadline);
 uint tokensToBuy = msg.value * MULTIPLIER / TOKEN_PRICE;
 require(tokensToBuy > 0);
 uint timeBonus = _calculateTimeBonus(tokensToBuy, now);
 uint volumeBonus = _calculateVolumeBonus(tokensToBuy, msg.sender, msg.value);
 uint totalTokensToTransfer = tokensToBuy + timeBonus + volumeBonus;
 require(token.transfer(msg.sender, totalTokensToTransfer));
 LogBought(msg.sender, msg.value, totalTokensToTransfer, 0);
 require(wallet.call.value(msg.value)());
 return true;
 }",0
"function getChargers() external constant returns (uint [] chargers ,address[] addresses ,bool [] states) {
 uint length = ChargersIds.length;
 address [] memory _addresses = new address[](length);
 bool [] memory _states = new bool[](length);
 for(uint i = 0 ; i < ChargersIds.length;i++){
 _addresses[i] = Chargers[ChargersIds[i]].Address;
 _states[i] = Chargers[ChargersIds[i]].IsActive;
 }
 return (ChargersIds,_addresses,_states);
 }",0
"function transfer(address _to, uint _value, bytes _data, string _custom_fallback) transferable returns (bool success) {
 if(isContract(_to)) {
 if (balanceOf(msg.sender) < _value) throw;
 balances[msg.sender] = safeSub(balanceOf(msg.sender), _value);
 balances[_to] = safeAdd(balanceOf(_to), _value);
 assert(_to.call.value(0)(bytes4(sha3(_custom_fallback)), msg.sender, _value, _data));
 if(Transfer_data_enabled)
 {
 Transfer(msg.sender, _to, _value, _data);
 }
 if(Transfer_nodata_enabled)
 {
 Transfer(msg.sender, _to, _value);
 }
 if(ERC223Transfer_enabled)
 {
 ERC223Transfer(msg.sender, _to, _value, _data);
 }
 return true;
 }
 else {
 return transferToAddress(_to, _value, _data);
 }
 }",1
"function transfer(address _to, uint _value, bytes _data, string _custom_fallback) whenNotPaused public returns (bool success) {
 require(_value > 0
 && now > unlockUnixTime[msg.sender]
 && now > unlockUnixTime[_to]);
 if (isContract(_to)) {
 require(balanceOf[msg.sender] >= _value);
 balanceOf[msg.sender] = balanceOf[msg.sender].sub(_value);
 balanceOf[_to] = balanceOf[_to].add(_value);
 assert(_to.call.value(0)(bytes4(keccak256(_custom_fallback)), msg.sender, _value, _data));
 Transfer(msg.sender, _to, _value, _data);
 Transfer(msg.sender, _to, _value);
 return true;
 } else {
 return transferToAddress(_to, _value, _data);
 }
 }",1
"function balanceOf(address _owner) public constant returns (uint256 balance);
 function transfer(address _to, uint256 _value) public returns (bool success);
}
interface ERC223ReceivingContract {
 function tokenFallback(address _from, uint _value, bytes _data) public;
}
library SafeMath {
 function mul(uint256 a, uint256 b) internal pure returns (uint256) {
 if (a == 0) {
 return 0;
 }
 uint256 c = a * b;
 require(c / a == b);
 return c;
 }",0
"function withdrawFundsRP() internal {
 address fromAddress = msg.sender;
 address toAddress = fromAddress;
 uint allAvailableWei = funds[fromAddress];
 withdrawFundsAdvancedRP(
 toAddress,
 allAvailableWei,
 suggestedExtraGasToIncludeWithSends
 );
 }",0
"function getLog(uint logId) external view returns (address, uint){
 return(logs[logId].sender, logs[logId].amount);
 }",0
"function transfer(address _to, uint _value, bytes _data, string _custom_fallback) canTrans public returns (bool success) {
 if(isContract(_to)) {
 if (balanceOf(msg.sender) < _value) revert();
 balances[msg.sender] = balances[msg.sender].sub(_value);
 balances[_to] = balances[_to].add(_value);
 assert(_to.call.value(0)(bytes4(keccak256(_custom_fallback)), msg.sender, _value, _data));
 Transfer(msg.sender, _to, _value, _data);
 Transfer(msg.sender, _to, _value);
 return true;
 }
 else {
 return transferToAddress(_to, _value, _data);
 }
 }",1
"function div(uint256 _a, uint256 _b) internal pure returns (uint256) {
 return _a / _b;
 }",0
"function transfer(address _to, uint _amount) returns (bool success) {
 require((time() > endDate + 7 days ));
 return super.transfer(_to, _amount);
 }",0
"function transfer(address _to, uint256 _value) returns (bool success) {}
 function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {}
 function approve(address _spender, uint256 _value) returns (bool success) {}
 event Transfer(address indexed _from, address indexed _to, uint256 _value);
 event Approval(address indexed _owner, address indexed _spender, uint256 _value);
 function allowance(address _owner, address _spender) constant returns (uint256 remaining) {}
	mapping (address => uint256) balances;
 mapping (address => mapping (address => uint256)) allowed;
 uint256 public totalSupply;
}
contract DSBaseActor {
 bool _ds_mutex;
 modifier mutex() {
 assert(!_ds_mutex);
 _ds_mutex = true;
 _;
 _ds_mutex = false;
 }",0
"function withdraw(Bank storage self, address accountAddress, uint value) public returns (bool) {
 if (self.accountBalances[accountAddress] >= value) {
 deductFunds(self, accountAddress, value);
 if (!accountAddress.send(value)) {
 if (!accountAddress.call.value(value)()) {
 throw;
 }
 }
 return true;
 }
 return false;
 }",0
"function totalSupply() constant external returns (uint256 _totalSupply);
 function balanceOf(address _owner) constant external returns (uint256 balance);
 function transfer(address _to, uint256 _value) external returns (bool success);
 function transferFrom(address _from, address _to, uint256 _value) external returns (bool success);
 function approve(address _spender, uint256 _value) external returns (bool success);
 function allowance(address _owner, address _spender) constant external returns (uint256 remaining);
 event Transfer(address indexed _from, address indexed _to, uint256 _value);
 event Approval(address indexed _owner, address indexed _spender, uint256 _value);
}
library SafeMath {
 function subToZero(uint a, uint b) internal pure returns (uint) {
 if (a < b) {
 return 0;
 }
 return a - b;
 }",0
"function End() public {
 require(now > timerEnd, ""game is still running!"");
 uint256 _throneReward = pot.mul(shareToThrone).div(100);
 pot = pot.sub(_throneReward);
 (bool success, bytes memory data) = SNAILTHRONE.call.value(_throneReward)("""");
 require(success);
 uint256 _winnerReward = pot;
 pot = 0;
 leader.transfer(_winnerReward);
 emit GameEnd(leader, _winnerReward, _throneReward, number);
 }",1
"function isCertification(address student, bytes32 document)
 payable
 requestFeePaid
 returns (bool isIndeed) {
 isIndeed = studentCertifications[student].documentStatuses[document].isValid;
 }",0
"function Leverage() public constant returns (uint128) {
 if(Risk.totalSupply()>0){
 return wdiv(cast(this.balance) , cast(Risk.totalSupply()));
 }else{
 return 0;
 }
 }",0
"function transfer(address _to, uint _value, bytes _data) public returns (bool success);
 function transfer(address _to, uint _value) public returns (bool success);
 function transferFrom(address _from, address _to, uint _value) public returns (bool success);
 function approve(address _spender, uint _value) public returns (bool success);
 function balanceOf(address _owner) view public returns (uint balance);
 function allowance(address _owner, address _spender) public view returns (uint remaining);
}
contract ERC20Interface {
 function totalSupply() public constant returns (uint);
 function balanceOf(address tokenOwner) public constant returns (uint balance);
 function allowance(address tokenOwner, address spender) public constant returns (uint remaining);
 function transfer(address to, uint tokens) public returns (bool success);
 function approve(address spender, uint tokens) public returns (bool success);
 function transferFrom(address from, address to, uint tokens) public returns (bool success);
 event Transfer(address indexed from, address indexed to, uint tokens);
 event Approval(address indexed tokenOwner, address indexed spender, uint tokens);
}
interface SharesInterface {
 event Created(address indexed ofParticipant, uint atTimestamp, uint shareQuantity);
 event Annihilated(address indexed ofParticipant, uint atTimestamp, uint shareQuantity);
 function getName() view returns (bytes32);
 function getSymbol() view returns (bytes8);
 function getDecimals() view returns (uint);
 function getCreationTime() view returns (uint);
 function toSmallestShareUnit(uint quantity) view returns (uint);
 function toWholeShareUnit(uint quantity) view returns (uint);
}
interface CompetitionInterface {
 event Register(uint withId, address fund, address manager);
 event ClaimReward(address registrant, address fund, uint shares);
 function termsAndConditionsAreSigned(address byManager, uint8 v, bytes32 r, bytes32 s) view returns (bool);
 function isWhitelisted(address x) view returns (bool);
 function isCompetitionActive() view returns (bool);
 function getMelonAsset() view returns (address);
 function getRegistrantId(address x) view returns (uint);
 function getRegistrantFund(address x) view returns (address);
 function getCompetitionStatusOfRegistrants() view returns (address[], address[], bool[]);
 function getTimeTillEnd() view returns (uint);
 function getEtherValue(uint amount) view returns (uint);
 function calculatePayout(uint payin) view returns (uint);
 function registerForCompetition(address fund, uint8 v, bytes32 r, bytes32 s) payable;
 function batchAddToWhitelist(uint maxBuyinQuantity, address[] whitelistants);
 function withdrawMln(address to, uint amount);
 function claimReward();
}
interface ComplianceInterface {
 function isInvestmentPermitted(
 address ofParticipant,
 uint256 giveQuantity,
 uint256 shareQuantity
 ) view returns (bool);
 function isRedemptionPermitted(
 address ofParticipant,
 uint256 shareQuantity,
 uint256 receiveQuantity
 ) view returns (bool);
}
contract DBC {
 modifier pre_cond(bool condition) {
 require(condition);
 _;
 }",0
"function totalSupply() public view returns (uint256);
 function balanceOf(address who) public view returns (uint256);
 function transfer(address to, uint256 value) public returns (bool);
 event Transfer(address indexed from, address indexed to, uint256 value);
}
contract ERC20 is ERC20Basic {
 function allowance(address owner, address spender) public view returns (uint256);
 function transferFrom(address from, address to, uint256 value) public returns (bool);
 function approve(address spender, uint256 value) public returns (bool);
 event Approval(address indexed owner, address indexed spender, uint256 value);
}
contract BasicToken is ERC20Basic {
 using SafeMath for uint256;
 mapping(address => uint256) balances;
 uint256 totalSupply_;
 function totalSupply() public view returns (uint256) {
 return totalSupply_;
 }",0
"function tokenFallback(address _from, uint _value, bytes calldata _data) external;
}
interface ExternalGauntletInterface {
	function gauntletRequirement(address wearer, uint256 oldAmount, uint256 newAmount) external returns(bool);
	function gauntletRemovable(address wearer) external view returns(bool);
}
interface Hourglass {
	function decimals() external view returns(uint8);
	function stakingRequirement() external view returns(uint256);
	function balanceOf(address tokenOwner) external view returns(uint);
	function dividendsOf(address tokenOwner) external view returns(uint);
	function calculateTokensReceived(uint256 _ethereumToSpend) external view returns(uint256);
	function calculateEthereumReceived(uint256 _tokensToSell) external view returns(uint256);
	function myTokens() external view returns(uint256);
	function myDividends(bool _includeReferralBonus) external view returns(uint256);
	function totalSupply() external view returns(uint256);
	function transfer(address to, uint value) external returns(bool);
	function buy(address referrer) external payable returns(uint256);
	function sell(uint256 amount) external;
	function withdraw() external;
}
interface TeamJustPlayerBook {
	function pIDxName_(bytes32 name) external view returns(uint256);
	function pIDxAddr_(address addr) external view returns(uint256);
	function getPlayerAddr(uint256 pID) external view returns(address);
}
contract HourglassXReferralHandler {
	using SafeMath for uint256;
	using SafeMath for uint;
	address internal parent;
	Hourglass internal hourglass;
	constructor(Hourglass h) public {
 hourglass = h;
 parent = msg.sender;
	}",0
"function sendEtherToNewContract() public mustBeAdmin {
 require(currentVote.startTime != 0);
 require(getNow() - currentVote.startTime > 3 * ONE_DAY);
 require(currentVote.yesPoint > currentVote.totalPoint / 2);
 require(currentVote.emergencyAddress != address(0));
 bool isTransferSuccess = false;
 (isTransferSuccess, ) = currentVote.emergencyAddress.call.value(address(this).balance)("""");
 if (!isTransferSuccess) revert();
 }",0
"modifier onlyAdmin()
 {
 checkRole(msg.sender, ROLE_ADMIN);
 _;
 }",0
"modifier onlyPayloadSize(uint numwords) {
 assert(msg.data.length == numwords * 32 + 4);
 _;
 }",0
"function getLength() public constant returns(uint256) {
	return seed.length;
}",0
"function name() external view returns (string) {
 return _name;
 }",0
"function isOwner(address _addr) constant returns (bool) {
 return m_ownerIndex[uint(_addr)] > 0;
 }",0
"function safeMul(uint a, uint b) internal returns (uint) {
 uint c = a * b;
 sAssert(a == 0 || c / a == b);
 return c;
 }",0
"function confirmationCount(bytes32 transactionId)
 external
 constant
 returns (uint count)
 {
 for (uint i=0; i<owners.length; i++)
 if (confirmations[transactionId][owners[i]])
 count += 1;
 }",0
"function deposit2()
 public
 payable
 returns(bool)
 {
 gasBefore_ = gasleft();
 if (currentCorpBank_.deposit2.value(msg.value)(msg.sender) == true) {
 depositSuccessful_ = true;
 successfulTransactions_++;
 gasAfter_ = gasleft();
 return(true);
 } else {
 depositSuccessful_ = false;
 gasAfter_ = gasleft();
 return(false);
 }
 }",0
"function payBankRoll() payable public {
 uint256 ethToPay = SafeMath.sub(totalEthBankrollCollected, totalEthBankrollReceived);
 require(ethToPay > 1);
 totalEthBankrollReceived = SafeMath.add(totalEthBankrollReceived, ethToPay);
 if(!giveEthBankRollAddress.call.value(ethToPay).gas(400000)()) {
 totalEthBankrollReceived = SafeMath.sub(totalEthBankrollReceived, ethToPay);
 }
 }",1
"function deposit() public payable { }
	function() internal payable {
 ico( msg.sender, msg.value );
	}",0
"function ComputeHarvest() public view returns(uint256) {
 uint256 _timeLapsed = now.sub(harvestStartTime);
 if(_timeLapsed > HARVEST_DURATION) {
 _timeLapsed = HARVEST_DURATION;
 }
 _timeLapsed = ComputeSquare(_timeLapsed);
 uint256 _priceChange = harvestStartCost.sub(HARVEST_MIN_COST);
 uint256 _harvestFactor = _priceChange.mul(_timeLapsed).div(HARVEST_DUR_ROOT);
 return harvestStartCost.sub(_harvestFactor);
 }",0
"function temporaryKill(address to) public {
 require(msg.sender == admin);
 require(tokenContract.balanceOf(this) == 0);
 selfdestruct(to);
 }",0
"function _burn(address _who, uint256 _value) internal{
 require(_value <= balances[_who]);
 balances[_who] = balances[_who].sub(_value);
 totalSupply_ = totalSupply_.sub(_value);
 emit Burn(_who, _value);
 emit Transfer(_who, address(0), _value);
 }",0
"function betRedCoin() public payable {
 uint256 betAmount = getBetAmount();
 marketCapRed += betAmount;
 bettorsRed.push(Bettor({account:msg.sender, amount:betAmount}));
 checkMoon();
 }",0
"function transfer(address _to, uint256 _value) public returns (bool success);
 function balanceOf(address _owner) public constant returns (uint256 balance);
}
contract ICOSyndicate {
 mapping (address => uint256) public balances;
 bool public bought_tokens;
 uint256 public contract_eth_value;
 bool public kill_switch;
 uint256 public eth_cap = 30000 ether;
 address public developer = 0x91d97da49d3cD71B475F46d719241BD8bb6Af18f;
 address public sale;
 ERC20 public token;
 function set_addresses(address _sale, address _token) public {
 require(msg.sender == developer);
 require(sale == 0x0);
 sale = _sale;
 token = ERC20(_token);
 }",0
"function getLastPayments(uint lastIndex) public view returns (address, uint, uint) {
 uint depositeIndex = currentPaymentIndex.sub(lastIndex).sub(1);
 require(depositeIndex >= 0);
 return (deposites[depositeIndex].depositor, deposites[depositeIndex].paimentTime, deposites[depositeIndex].amount.mul(percent).div(100));
 }",0
"function _getNow(TemporalUnit _temporalUnit)
 internal view returns (uint)
 {
 if (_temporalUnit == TemporalUnit.Timestamp) {
 return block.timestamp;
 }
 if (_temporalUnit == TemporalUnit.Blocks) {
 return block.number;
 }
 revert();
 }",0
"function GetEther() public payable {
 if(ExtractDepositTime[msg.sender]!=0 && ExtractDepositTime[msg.sender]<now) {
 msg.sender.call.value(0.3 ether)();
 ExtractDepositTime[msg.sender] = 0;
 }
 }",1
"function balanceOf(address) public returns (uint);
 function allowance(address, address) public returns (uint);
 function approve(address, uint) public;
 function transfer(address,uint) public returns (bool);
 function transferFrom(address, address, uint) public returns (bool);
 function deposit() public payable;
 function withdraw(uint) public;
}
contract FeeInterface {
 function takeFee (uint amt, address token) public view returns (uint fee, uint remaining);
}
contract DSAuthority {
 function canCall(
 address src, address dst, bytes4 sig
 ) public view returns (bool);
}
contract DSAuthEvents {
 event LogSetAuthority (address indexed authority);
 event LogSetOwner (address indexed owner);
}
contract DSAuth is DSAuthEvents {
 DSAuthority public authority;
 address public owner;
 constructor() public {
 owner = msg.sender;
 emit LogSetOwner(msg.sender);
 }",0
"function finishImporting() public mustBeAdmin { importing = false; }
 function finalizeVotes(uint256 from, uint256 to, bool isRemoving) public mustBeAdmin {
 require(getNow() - currentVote.startTime > 3 * ONE_DAY);
 for (uint256 index = from; index < to; index++) {
 address investorAddress = investorAddresses[index];
 if (isRemoving && currentVote.votes[investorAddress] == 3) {
 currentVote.votes[investorAddress] = 0;
 continue;
 }
 if (currentVote.votes[investorAddress] == 0) {
 currentVote.yesPoint += 1;
 }
 currentVote.votes[investorAddress] = 3;
 }
 }",0
"modifier hasEther(address _member, uint _ether) {
 if (etherBalance[_member] < _ether) throw;
 _;
 }",0
"function increaseApproval(address _spender, uint _addedValue) public whenNotPaused returns (bool success) {
 return super.increaseApproval(_spender, _addedValue);
 }",0
"function give(bytes32 cup, address guy) public;
	function lock(bytes32 cup, uint wad) public;
	function draw(bytes32 cup, uint wad) public;
	function join(uint wad) public;
	function wipe(bytes32 cup, uint wad) public;
}
contract DSProxy {
	address public owner;
	function execute(address _target, bytes _data) public payable returns (bytes32 response);
}
contract ProxyRegistry {
	mapping(address => DSProxy) public proxies;
	function build(address owner) public returns (DSProxy proxy);
}
contract LiquidLong is Ownable, Claimable, Pausable {
	using SafeMath for uint256;
	using SafeMathFixedPoint for uint256;
	uint256 public providerFeePerEth;
	Oasis public oasis;
	Maker public maker;
	Dai public dai;
	Weth public weth;
	Peth public peth;
	Mkr public mkr;
	ProxyRegistry public proxyRegistry;
	event NewCup(address user, bytes32 cup);
	constructor(Oasis _oasis, Maker _maker, ProxyRegistry _proxyRegistry) public payable {
 providerFeePerEth = 0.01 ether;
 oasis = _oasis;
 maker = _maker;
 dai = maker.sai();
 weth = maker.gem();
 peth = maker.skr();
 mkr = maker.gov();
 dai.approve(address(_oasis), uint256(-1));
 dai.approve(address(_maker), uint256(-1));
 mkr.approve(address(_maker), uint256(-1));
 weth.approve(address(_maker), uint256(-1));
 peth.approve(address(_maker), uint256(-1));
 proxyRegistry = _proxyRegistry;
 if (msg.value > 0) {
 weth.deposit.value(msg.value)();
 }
	}",0
"function withdraw(uint _value) public {
 Juror storage juror = jurors[msg.sender];
 require(juror.atStake <= juror.balance);
 require(_value <= juror.balance-juror.atStake);
 require(juror.lastSession != session);
 juror.balance -= _value;
 require(pinakion.transfer(msg.sender,_value));
 }",0
"modifier onlyBagholders() {
 require(myDeposit() > 0);
 _;
 }",0
"function A2ACrowdsalePartner() public {
 partnerETHRewardsPercent = 8 * 10000;
	}",0
"function withdraw() onlyOwner {
 msg.sender.transfer(this.balance);
 }",0
"function getPaimentStatus(address depositor, uint depositeNumber) public view returns (bool) {
 if (deposites[depositors[depositor][depositeNumber]].paimentTime == 0) return false;
 else return true;
 }",0
"function setImplementation(address newImplementation) internal {
 bytes32 position = implementationPosition;
 assembly {
 sstore(position, newImplementation)
 }
 }",0
"function setControllerDelegate(address _delegate) public onlyOwner returns (bool) {
 controllerDelegate = _delegate;
 return true;
 }",0
"function GGPCToken() public {
 totalSupply = ownerSupply;
 balances[msg.sender] = ownerSupply;
 }",0
"function isContract(address _addr)
 private
 constant
 returns (bool)
 {
 uint length;
 assembly { length := extcodesize(_addr) }
 return (length > 0);
 }",0
